[0, 1, 0, 1, 0, 2]	2.86	4.0
[2, 0, 0, 3, 0, 1]	3.16	4.0
[0, 4, 0, 2, 0, 0]	2.85	4.0
[0, 2, 1, 1, 2, 0]	3.32	4.0
[0, 3, 0, 1, 2, 0]	3.21	4.0
[0, 0, 0, 3, 0, 3]	4.34	5.0
[2, 0, 1, 0, 1, 0]	1.94	3.0
[1, 0, 0, 3, 1, 0]	2.95	4.0
[2, 0, 1, 0, 0, 0]	1.25	2.0
[0, 0, 2, 1, 3, 0]	3.82	5.0
[0, 0, 2, 1, 0, 2]	3.36	4.0
[3, 0, 1, 1, 1, 0]	2.57	3.0
[3, 0, 0, 1, 0, 2]	3.02	4.0
[3, 0, 0, 2, 1, 0]	2.7	3.0
[0, 1, 1, 0, 2, 2]	3.96	5.0
[2, 0, 2, 1, 1, 0]	2.84	4.0
[1, 0, 3, 1, 0, 1]	3.18	4.0
[2, 1, 0, 1, 0, 2]	3.12	4.0
[0, 1, 3, 0, 0, 1]	2.86	4.0
[1, 0, 0, 1, 0, 0]	1.19	2.0
[0, 0, 1, 3, 0, 1]	3.29	4.0
[2, 1, 1, 1, 1, 0]	2.68	4.0
[0, 1, 0, 0, 3, 1]	3.47	4.0
[0, 3, 1, 0, 0, 0]	1.91	2.0
[1, 4, 0, 0, 0, 0]	2.0	2.0
[2, 0, 1, 0, 3, 0]	3.17	4.0
[1, 1, 1, 0, 1, 1]	2.76	4.0
[0, 1, 0, 0, 1, 3]	3.72	4.0
[0, 1, 1, 2, 1, 0]	2.94	4.0
[0, 0, 0, 0, 4, 0]	3.14	4.0
[0, 2, 1, 2, 0, 0]	2.63	3.0
[0, 2, 0, 1, 1, 0]	2.3	3.0
[1, 0, 0, 0, 4, 0]	3.3	4.0
[3, 0, 0, 0, 1, 0]	1.67	2.0
[0, 1, 1, 0, 0, 4]	4.23	5.0
[1, 3, 2, 0, 0, 0]	2.54	3.0
[1, 1, 2, 1, 0, 0]	2.4	3.0
[0, 0, 1, 4, 0, 0]	3.16	4.0
[0, 0, 2, 2, 1, 1]	3.77	5.0
[2, 1, 0, 0, 2, 1]	3.13	4.0
[5, 0, 0, 0, 1, 0]	2.0	3.0
[0, 2, 2, 0, 0, 2]	3.44	4.0
[0, 4, 0, 0, 0, 1]	2.51	3.0
[0, 0, 3, 0, 1, 0]	2.45	3.0
[0, 3, 1, 1, 1, 0]	2.99	4.0
[1, 1, 0, 1, 2, 1]	3.47	4.0
[0, 0, 2, 0, 0, 2]	2.87	4.0
[0, 0, 5, 0, 0, 1]	3.49	4.0
[1, 0, 1, 1, 1, 0]	2.28	3.0
[2, 1, 2, 0, 0, 1]	2.7	4.0
[0, 0, 3, 0, 0, 2]	3.29	4.0
[0, 0, 0, 3, 1, 0]	2.81	3.0
[3, 1, 0, 0, 2, 0]	2.58	3.0
[1, 0, 1, 1, 2, 0]	2.92	4.0
[1, 0, 2, 1, 2, 0]	3.31	4.0
[1, 3, 0, 1, 1, 0]	2.73	4.0
[0, 1, 3, 1, 1, 0]	3.24	4.0
[2, 1, 0, 1, 0, 1]	2.4	3.0
[1, 1, 0, 0, 0, 2]	2.49	3.0
[1, 0, 0, 2, 2, 1]	3.75	4.0
[0, 1, 0, 3, 2, 0]	3.67	4.0
[2, 4, 0, 0, 0, 0]	2.18	3.0
[1, 0, 0, 2, 3, 0]	3.66	4.0
[0, 0, 2, 3, 0, 1]	3.68	4.0
[0, 0, 0, 2, 2, 2]	4.32	5.0
[2, 2, 1, 0, 0, 1]	2.57	3.0
[2, 2, 0, 1, 0, 1]	2.66	3.0
[0, 5, 0, 0, 1, 0]	2.76	4.0
[3, 0, 1, 0, 0, 2]	2.92	4.0
[0, 5, 1, 0, 0, 0]	2.65	3.0
[0, 0, 2, 3, 0, 0]	3.03	4.0
[0, 0, 0, 1, 0, 2]	2.58	3.0
[0, 0, 2, 0, 3, 0]	3.3	4.0
[0, 0, 0, 5, 0, 0]	3.29	4.0
[1, 1, 0, 3, 0, 0]	2.64	3.0
[0, 1, 0, 2, 1, 2]	3.96	5.0
[2, 0, 0, 0, 1, 0]	1.53	2.0
[0, 2, 0, 1, 2, 1]	3.61	4.0
[0, 0, 0, 0, 4, 2]	4.58	5.0
[4, 1, 1, 0, 0, 0]	1.91	2.0
[3, 0, 0, 1, 0, 1]	2.29	3.0
[4, 1, 0, 0, 0, 0]	1.38	2.0
[2, 2, 0, 0, 2, 0]	2.71	3.0
[0, 2, 0, 1, 0, 1]	2.38	3.0
[3, 0, 0, 0, 1, 2]	3.13	4.0
[0, 0, 2, 0, 1, 2]	3.46	4.0
[0, 0, 1, 0, 0, 5]	4.7	5.0
[1, 0, 1, 0, 3, 0]	3.04	4.0
[0, 1, 1, 1, 0, 0]	1.82	2.0
[0, 1, 1, 1, 2, 0]	3.03	4.0
[0, 0, 4, 0, 0, 0]	2.34	3.0
[0, 0, 0, 0, 0, 1]	1.25	2.0
[2, 0, 1, 0, 1, 2]	3.37	4.0
[2, 1, 0, 0, 1, 1]	2.51	3.0
[0, 0, 2, 2, 0, 0]	2.5	3.0
[0, 0, 1, 1, 4, 0]	4.05	5.0
[1, 0, 1, 1, 3, 0]	3.54	4.0
[1, 2, 0, 0, 2, 0]	2.56	3.0
[1, 1, 2, 0, 0, 0]	1.86	2.0
[1, 0, 0, 5, 0, 0]	3.47	4.0
[0, 2, 2, 0, 0, 0]	2.03	3.0
[0, 2, 3, 0, 1, 0]	3.07	4.0
[0, 0, 0, 1, 3, 1]	3.72	4.0
[0, 0, 2, 0, 1, 0]	2.05	3.0
[0, 0, 1, 0, 5, 0]	4.19	5.0
[0, 0, 4, 2, 0, 0]	3.35	4.0
[0, 3, 0, 0, 0, 1]	2.19	3.0
[0, 2, 2, 1, 0, 0]	2.54	3.0
[0, 0, 0, 1, 2, 0]	2.38	3.0
[4, 0, 0, 0, 0, 1]	1.97	3.0
[1, 0, 1, 2, 1, 1]	3.48	4.0
[1, 1, 1, 2, 0, 0]	2.51	3.0
[1, 0, 0, 0, 4, 1]	4.0	5.0
[1, 0, 0, 0, 1, 1]	2.11	3.0
[2, 0, 0, 0, 2, 2]	3.59	4.0
[2, 0, 0, 1, 1, 0]	2.07	3.0
[0, 1, 1, 3, 0, 0]	2.91	4.0
[3, 1, 0, 1, 0, 1]	2.53	3.0
[1, 1, 2, 1, 1, 0]	2.96	4.0
[0, 1, 3, 0, 1, 0]	2.73	4.0
[1, 0, 2, 1, 1, 1]	3.37	4.0
[1, 1, 0, 1, 0, 3]	3.74	4.0
[0, 2, 0, 2, 0, 0]	2.22	3.0
[1, 0, 0, 2, 2, 0]	3.03	4.0
[0, 1, 0, 4, 0, 1]	3.69	4.0
[1, 0, 2, 1, 0, 2]	3.49	4.0
[0, 0, 3, 1, 0, 0]	2.4	3.0
[0, 2, 0, 1, 1, 2]	3.74	4.0
[2, 1, 0, 3, 0, 0]	2.78	3.0
[1, 1, 1, 0, 0, 3]	3.61	4.0
[1, 2, 0, 0, 1, 0]	1.94	3.0
[1, 1, 0, 0, 1, 3]	3.86	5.0
[1, 3, 1, 0, 1, 0]	2.63	3.0
[0, 2, 0, 0, 0, 3]	3.39	4.0
[0, 0, 0, 1, 5, 0]	4.31	5.0
[2, 1, 0, 0, 1, 2]	3.27	4.0
[3, 0, 0, 0, 0, 0]	1.06	2.0
[2, 0, 2, 2, 0, 0]	2.78	4.0
[0, 3, 0, 1, 0, 0]	2.0	3.0
[1, 3, 0, 2, 0, 0]	2.68	3.0
[0, 0, 0, 5, 0, 1]	3.99	5.0
[0, 2, 0, 1, 0, 3]	3.87	5.0
[0, 0, 1, 2, 0, 3]	4.21	5.0
[0, 2, 1, 0, 1, 2]	3.61	4.0
[1, 2, 1, 0, 1, 1]	3.02	4.0
[2, 3, 1, 0, 0, 0]	2.27	3.0
[0, 0, 0, 4, 0, 1]	3.42	4.0
[0, 0, 1, 1, 0, 2]	2.96	4.0
[0, 4, 0, 0, 1, 1]	3.12	4.0
[1, 0, 2, 0, 2, 0]	2.82	4.0
[0, 0, 3, 1, 0, 2]	3.79	4.0
[1, 1, 1, 0, 0, 1]	2.13	3.0
[0, 0, 3, 0, 2, 0]	3.07	4.0
[0, 1, 2, 2, 0, 1]	3.44	4.0
[1, 2, 1, 0, 0, 0]	1.68	2.0
[0, 1, 0, 2, 0, 3]	4.09	5.0
[0, 1, 1, 2, 0, 2]	3.75	4.0
[1, 0, 0, 1, 0, 1]	2.03	3.0
[1, 0, 1, 2, 0, 1]	2.89	4.0
[1, 1, 0, 0, 1, 1]	2.37	3.0
[0, 0, 4, 1, 1, 0]	3.41	4.0
[0, 2, 0, 3, 0, 0]	2.77	3.0
[1, 0, 0, 3, 1, 1]	3.61	4.0
[0, 1, 0, 0, 1, 1]	2.24	3.0
[0, 2, 0, 0, 0, 2]	2.63	3.0
[0, 0, 2, 0, 0, 0]	1.36	2.0
[0, 2, 1, 3, 0, 0]	3.17	4.0
[1, 0, 3, 0, 0, 1]	2.69	4.0
[0, 2, 4, 0, 0, 0]	2.97	4.0
[2, 0, 3, 1, 0, 0]	2.7	3.0
[0, 0, 6, 0, 0, 0]	3.29	4.0
[1, 1, 0, 0, 0, 4]	3.99	5.0
[2, 0, 1, 1, 1, 0]	2.43	3.0
[1, 0, 2, 0, 0, 2]	3.0	4.0
[2, 0, 0, 0, 0, 3]	3.12	4.0
[4, 1, 0, 0, 0, 1]	2.2	3.0
[2, 0, 0, 0, 3, 0]	2.83	3.0
[1, 0, 0, 1, 1, 0]	1.91	3.0
[0, 1, 3, 0, 0, 0]	2.2	3.0
[1, 1, 0, 1, 2, 0]	2.81	4.0
[1, 0, 0, 0, 1, 2]	2.86	4.0
[0, 0, 4, 0, 1, 0]	2.92	4.0
[0, 1, 2, 0, 0, 2]	3.12	4.0
[2, 1, 1, 2, 0, 0]	2.64	3.0
[2, 0, 2, 0, 0, 1]	2.42	3.0
[0, 0, 0, 0, 1, 3]	3.43	4.0
[0, 1, 1, 2, 2, 0]	3.54	4.0
[0, 0, 1, 4, 1, 0]	3.73	4.0
[1, 0, 0, 1, 2, 1]	3.23	4.0
[0, 3, 0, 0, 1, 0]	2.11	3.0
[2, 1, 1, 0, 1, 1]	2.9	4.0
[1, 2, 0, 1, 1, 1]	3.12	4.0
[0, 2, 1, 0, 3, 0]	3.44	4.0
[0, 2, 0, 0, 0, 4]	4.13	5.0
[5, 0, 0, 1, 0, 0]	1.9	2.0
[3, 1, 0, 0, 1, 0]	1.97	3.0
[1, 0, 0, 1, 2, 2]	3.96	5.0
[1, 0, 0, 2, 1, 1]	3.09	4.0
[2, 0, 0, 4, 0, 0]	3.06	4.0
[0, 0, 1, 2, 0, 2]	3.46	4.0
[0, 2, 0, 0, 3, 1]	3.77	4.0
[0, 1, 2, 1, 0, 1]	2.9	4.0
[2, 0, 1, 0, 0, 3]	3.49	4.0
[3, 0, 0, 2, 0, 0]	2.12	3.0
[3, 0, 2, 0, 1, 0]	2.47	3.0
[0, 0, 0, 0, 4, 1]	3.85	5.0
[2, 0, 0, 0, 0, 0]	1.0	1.0
[0, 0, 5, 0, 0, 0]	2.82	3.0
[0, 0, 2, 0, 2, 2]	4.09	5.0
[2, 0, 1, 0, 1, 1]	2.63	3.0
[1, 0, 2, 1, 1, 0]	2.68	4.0
[0, 1, 0, 2, 2, 1]	3.86	5.0
[1, 2, 2, 0, 0, 0]	2.22	3.0
[0, 1, 0, 0, 2, 2]	3.57	4.0
[3, 1, 0, 0, 0, 1]	2.09	3.0
[1, 1, 0, 0, 2, 1]	2.99	4.0
[4, 0, 0, 1, 0, 1]	2.42	3.0
[0, 0, 0, 0, 0, 2]	2.1	3.0
[0, 1, 0, 2, 0, 0]	1.94	3.0
[0, 0, 1, 0, 3, 2]	4.32	5.0
[1, 0, 0, 1, 1, 1]	2.6	3.0
[0, 0, 2, 1, 0, 3]	4.1	5.0
[2, 1, 0, 0, 2, 0]	2.43	3.0
[2, 0, 2, 1, 0, 0]	2.25	3.0
[0, 1, 1, 3, 0, 1]	3.55	4.0
[2, 1, 3, 0, 0, 0]	2.52	3.0
[3, 0, 0, 1, 1, 0]	2.17	3.0
[0, 0, 0, 0, 1, 2]	2.71	3.0
[1, 0, 0, 0, 5, 0]	3.95	5.0
[2, 0, 0, 2, 1, 1]	3.26	4.0
[1, 1, 1, 1, 0, 0]	1.94	3.0
[0, 1, 0, 2, 3, 0]	3.82	4.0
[1, 0, 1, 4, 0, 0]	3.29	4.0
[0, 0, 3, 0, 2, 1]	3.78	5.0
[2, 0, 2, 1, 0, 1]	2.92	4.0
[1, 0, 3, 0, 1, 0]	2.6	3.0
[0, 1, 0, 1, 2, 1]	3.34	4.0
[0, 0, 1, 0, 1, 2]	3.07	4.0
[0, 3, 1, 0, 1, 0]	2.46	3.0
[1, 0, 0, 1, 2, 0]	2.53	3.0
[0, 1, 2, 2, 1, 0]	3.36	4.0
[0, 0, 0, 0, 2, 2]	3.31	4.0
[0, 0, 4, 0, 0, 1]	3.01	4.0
[2, 0, 3, 0, 0, 1]	2.88	4.0
[1, 1, 0, 3, 1, 0]	3.2	4.0
[1, 0, 0, 1, 1, 2]	3.33	4.0
[4, 0, 0, 0, 1, 0]	1.87	2.0
[2, 0, 0, 2, 0, 2]	3.37	4.0
[0, 1, 1, 2, 0, 0]	2.35	3.0
[1, 0, 0, 2, 1, 0]	2.42	3.0
[2, 1, 2, 1, 0, 0]	2.55	3.0
[0, 2, 0, 2, 0, 2]	3.61	4.0
[3, 2, 0, 0, 0, 0]	1.57	2.0
[1, 1, 0, 2, 0, 0]	2.09	3.0
[1, 0, 2, 0, 1, 2]	3.6	4.0
[2, 3, 0, 0, 0, 1]	2.51	3.0
[0, 1, 0, 0, 0, 4]	3.85	4.0
[0, 0, 0, 0, 0, 4]	3.56	4.0
[1, 0, 1, 0, 1, 0]	1.82	2.0
[6, 0, 0, 0, 0, 0]	1.4	2.0
[0, 0, 2, 1, 0, 0]	1.94	3.0
[1, 1, 1, 2, 1, 0]	3.07	4.0
[0, 1, 0, 1, 0, 1]	2.11	3.0
[0, 2, 0, 0, 0, 1]	1.93	3.0
[0, 0, 1, 0, 3, 1]	3.58	4.0
[1, 0, 0, 4, 1, 0]	3.49	4.0
[0, 0, 0, 0, 1, 1]	1.96	3.0
[2, 0, 0, 3, 0, 0]	2.52	3.0
[1, 1, 3, 1, 0, 0]	2.84	4.0
[0, 1, 1, 0, 1, 3]	4.09	5.0
[1, 1, 1, 0, 3, 0]	3.31	4.0
[0, 0, 0, 2, 0, 3]	3.84	4.0
[4, 1, 0, 1, 0, 0]	2.0	3.0
[1, 1, 2, 1, 0, 1]	3.04	4.0
[2, 0, 0, 1, 0, 3]	3.61	4.0
[0, 0, 0, 4, 2, 0]	3.97	5.0
[1, 2, 1, 1, 0, 1]	2.92	4.0
[0, 1, 0, 2, 1, 0]	2.54	3.0
[1, 0, 2, 0, 0, 3]	3.76	4.0
[0, 1, 4, 0, 0, 0]	2.66	3.0
[2, 0, 0, 1, 1, 1]	2.77	4.0
[1, 2, 3, 0, 0, 0]	2.67	3.0
[1, 4, 0, 0, 0, 1]	2.69	3.0
[0, 2, 0, 0, 0, 0]	1.11	2.0
[1, 1, 1, 1, 0, 1]	2.63	3.0
[3, 0, 1, 0, 0, 1]	2.16	3.0
[0, 0, 1, 1, 2, 2]	4.2	5.0
[1, 1, 2, 0, 0, 2]	3.3	4.0
[4, 2, 0, 0, 0, 0]	1.75	2.0
[1, 0, 0, 0, 1, 4]	4.32	5.0
[0, 0, 2, 3, 1, 0]	3.61	4.0
[0, 2, 0, 0, 1, 0]	1.82	2.0
[0, 0, 3, 2, 0, 0]	2.93	4.0
[0, 3, 0, 0, 2, 1]	3.43	4.0
[2, 0, 1, 1, 0, 2]	3.26	4.0
[2, 1, 0, 0, 1, 0]	1.83	2.0
[0, 1, 1, 0, 3, 1]	3.86	5.0
[0, 3, 0, 1, 1, 0]	2.57	3.0
[1, 0, 1, 1, 0, 0]	1.65	2.0
[0, 1, 1, 0, 2, 0]	2.53	3.0
[0, 0, 0, 4, 0, 0]	2.76	3.0
[1, 1, 1, 1, 1, 0]	2.55	3.0
[0, 2, 0, 0, 1, 1]	2.5	3.0
[1, 0, 3, 0, 2, 0]	3.21	4.0
[0, 0, 0, 0, 1, 0]	1.14	2.0
[0, 1, 3, 0, 1, 1]	3.44	4.0
[3, 0, 1, 1, 0, 1]	2.65	3.0
[0, 1, 0, 1, 0, 3]	3.57	4.0
[1, 2, 0, 1, 1, 0]	2.44	3.0
[0, 3, 0, 0, 0, 3]	3.68	4.0
[1, 0, 2, 1, 0, 0]	2.11	3.0
[0, 1, 0, 3, 0, 2]	3.88	5.0
[1, 0, 3, 2, 0, 0]	3.07	4.0
[0, 0, 2, 1, 0, 1]	2.62	3.0
[1, 2, 0, 0, 0, 1]	2.07	3.0
[0, 3, 0, 0, 1, 1]	2.81	4.0
[1, 1, 0, 0, 0, 3]	3.25	4.0
[2, 0, 1, 2, 0, 1]	3.03	4.0
[0, 1, 4, 1, 0, 0]	3.16	4.0
[0, 0, 3, 0, 3, 0]	3.69	4.0
[1, 0, 1, 1, 1, 2]	3.73	4.0
[2, 0, 2, 0, 0, 2]	3.14	4.0
[0, 1, 2, 0, 1, 0]	2.31	3.0
[2, 0, 0, 0, 0, 4]	3.87	4.0
[0, 1, 0, 0, 1, 0]	1.48	2.0
[0, 2, 0, 2, 1, 0]	2.83	4.0
[0, 3, 1, 0, 1, 1]	3.17	4.0
[1, 0, 1, 1, 0, 2]	3.09	4.0
[1, 0, 5, 0, 0, 0]	2.97	4.0
[0, 0, 0, 3, 0, 2]	3.59	4.0
[0, 1, 2, 0, 0, 3]	3.89	5.0
[3, 1, 0, 0, 0, 0]	1.25	2.0
[3, 2, 0, 0, 0, 1]	2.37	3.0
[1, 0, 4, 0, 0, 1]	3.16	4.0
[0, 0, 2, 2, 0, 1]	3.13	4.0
[0, 1, 5, 0, 0, 0]	3.15	4.0
[0, 0, 1, 3, 0, 0]	2.62	3.0
[1, 0, 0, 0, 3, 0]	2.66	3.0
[0, 1, 1, 2, 1, 1]	3.6	4.0
[3, 1, 1, 0, 1, 0]	2.34	3.0
[0, 5, 0, 0, 0, 0]	2.18	3.0
[2, 1, 0, 0, 0, 1]	1.94	3.0
[1, 0, 0, 2, 1, 2]	3.85	5.0
[2, 1, 0, 0, 0, 0]	1.11	2.0
[1, 0, 3, 1, 0, 0]	2.55	3.0
[0, 1, 0, 0, 0, 0]	1.0	1.0
[2, 0, 1, 2, 0, 0]	2.38	3.0
[0, 0, 2, 0, 0, 3]	3.59	4.0
[0, 0, 4, 0, 0, 2]	3.72	4.0
[0, 1, 0, 0, 3, 0]	2.8	3.0
[1, 0, 1, 0, 4, 0]	3.67	4.0
[2, 0, 0, 1, 0, 0]	1.36	2.0
[0, 1, 4, 0, 1, 0]	3.21	4.0
[0, 2, 2, 1, 1, 0]	3.1	4.0
[0, 0, 0, 4, 0, 2]	4.14	5.0
[1, 3, 0, 0, 0, 2]	3.1	4.0
[0, 1, 2, 0, 0, 0]	1.66	2.0
[0, 1, 0, 2, 2, 0]	3.14	4.0
[2, 0, 2, 0, 0, 0]	1.68	2.0
[0, 0, 0, 0, 3, 0]	2.51	3.0
[0, 2, 1, 0, 2, 1]	3.49	4.0
[3, 0, 2, 0, 0, 0]	1.9	2.0
[0, 0, 3, 0, 0, 1]	2.54	3.0
[1, 0, 0, 0, 1, 3]	3.57	4.0
[0, 6, 0, 0, 0, 0]	2.61	3.0
[0, 2, 0, 1, 2, 0]	2.93	4.0
[1, 1, 0, 0, 0, 1]	1.82	2.0
[2, 2, 0, 0, 0, 0]	1.36	2.0
[1, 0, 1, 3, 0, 0]	2.76	3.0
[2, 0, 1, 0, 0, 2]	2.78	3.0
[0, 0, 1, 2, 0, 1]	2.76	3.0
[0, 3, 0, 0, 2, 0]	2.71	3.0
[0, 0, 1, 0, 1, 1]	2.33	3.0
[0, 0, 0, 2, 1, 2]	3.71	4.0
[0, 0, 2, 0, 1, 3]	4.21	5.0
