[1, 0, 0, 3, 0, 0]	2.37	3.0
[0, 2, 0, 1, 0, 0]	1.66	2.0
[1, 1, 1, 3, 0, 0]	3.04	4.0
[2, 0, 0, 2, 1, 0]	2.56	3.0
[0, 0, 2, 1, 2, 1]	3.87	5.0
[1, 1, 0, 0, 2, 0]	2.29	3.0
[0, 0, 3, 0, 1, 2]	3.89	5.0
[0, 0, 1, 0, 4, 0]	3.53	4.0
[0, 1, 0, 0, 1, 4]	4.45	5.0
[0, 1, 2, 0, 1, 2]	3.76	4.0
[0, 0, 0, 1, 0, 4]	4.07	5.0
[1, 1, 1, 1, 2, 0]	3.15	4.0
[0, 0, 0, 0, 6, 0]	4.45	5.0
[2, 1, 2, 0, 1, 0]	2.6	3.0
[0, 0, 0, 3, 0, 1]	2.89	4.0
[2, 0, 0, 0, 4, 0]	3.44	4.0
[0, 3, 1, 0, 2, 0]	3.1	4.0
[3, 0, 0, 1, 2, 0]	2.84	4.0
[1, 1, 1, 0, 0, 2]	2.89	4.0
[0, 0, 4, 0, 1, 1]	3.58	4.0
[1, 0, 0, 1, 0, 4]	4.21	5.0
[0, 2, 1, 0, 2, 0]	2.82	4.0
[1, 2, 1, 0, 0, 1]	2.42	3.0
[1, 1, 0, 0, 1, 2]	3.1	4.0
[1, 1, 0, 1, 0, 0]	1.53	2.0
[1, 1, 0, 4, 0, 0]	3.17	4.0
[1, 2, 0, 2, 0, 0]	2.38	3.0
[0, 0, 0, 0, 0, 5]	4.32	5.0
[0, 1, 1, 1, 0, 2]	3.23	4.0
[1, 1, 1, 0, 1, 0]	2.05	3.0
[4, 0, 0, 0, 0, 0]	1.11	2.0
[0, 0, 1, 1, 1, 3]	4.32	5.0
[1, 0, 0, 0, 3, 1]	3.35	4.0
[0, 3, 0, 0, 0, 2]	2.95	4.0
[0, 0, 0, 4, 1, 0]	3.34	4.0
[0, 0, 1, 0, 1, 0]	1.6	2.0
[0, 0, 0, 1, 0, 3]	3.33	4.0
[0, 2, 3, 0, 0, 1]	3.16	4.0
[0, 0, 3, 1, 1, 1]	3.62	4.0
[1, 0, 1, 0, 2, 1]	3.1	4.0
[0, 2, 1, 2, 0, 1]	3.31	4.0
[0, 2, 2, 0, 1, 1]	3.3	4.0
[1, 0, 2, 2, 0, 0]	2.64	3.0
[1, 0, 0, 2, 0, 3]	3.98	5.0
[0, 0, 1, 0, 1, 3]	3.82	4.0
[2, 1, 0, 0, 3, 0]	3.07	4.0
[0, 2, 0, 0, 2, 0]	2.42	3.0
[0, 1, 0, 1, 3, 1]	3.98	5.0
[0, 0, 0, 4, 1, 1]	4.02	5.0
[0, 2, 1, 0, 0, 2]	3.01	4.0
[0, 3, 1, 1, 0, 0]	2.4	3.0
[2, 1, 0, 1, 1, 1]	3.0	4.0
[0, 1, 1, 0, 3, 0]	3.15	4.0
[1, 2, 0, 1, 0, 1]	2.52	3.0
[0, 0, 1, 2, 2, 1]	3.98	5.0
[0, 2, 0, 2, 1, 1]	3.49	4.0
[0, 2, 1, 0, 1, 1]	2.89	4.0
[0, 2, 3, 0, 0, 0]	2.52	3.0
[0, 1, 0, 0, 4, 1]	4.12	5.0
[0, 0, 0, 1, 1, 1]	2.44	3.0
[2, 0, 4, 0, 0, 0]	2.68	3.0
[2, 1, 1, 0, 2, 0]	2.83	4.0
[0, 1, 1, 1, 0, 3]	3.97	5.0
[0, 0, 4, 0, 2, 0]	3.51	4.0
[0, 1, 0, 1, 1, 0]	2.04	3.0
[2, 0, 1, 1, 0, 0]	1.84	2.0
[0, 2, 3, 1, 0, 0]	3.02	4.0
[0, 5, 0, 1, 0, 0]	2.69	3.0
[2, 1, 0, 1, 1, 0]	2.31	3.0
[0, 1, 0, 5, 0, 0]	3.59	4.0
[0, 1, 0, 1, 0, 4]	4.33	5.0
[1, 0, 0, 0, 3, 2]	4.09	5.0
[1, 1, 0, 1, 0, 1]	2.26	3.0
[3, 3, 0, 0, 0, 0]	2.0	2.0
[1, 3, 1, 0, 0, 1]	2.73	4.0
[0, 0, 0, 2, 2, 0]	2.9	4.0
[2, 3, 0, 0, 0, 0]	1.75	2.0
[0, 1, 2, 3, 0, 0]	3.3	4.0
[0, 0, 3, 1, 0, 1]	3.04	4.0
[0, 1, 0, 1, 0, 0]	1.31	2.0
[0, 1, 2, 1, 1, 1]	3.49	4.0
[0, 1, 0, 1, 2, 2]	4.08	5.0
[1, 0, 3, 0, 1, 1]	3.31	4.0
[0, 3, 0, 2, 1, 0]	3.11	4.0
[1, 4, 0, 1, 0, 0]	2.51	3.0
[1, 2, 0, 0, 3, 0]	3.2	4.0
[4, 0, 0, 0, 0, 2]	2.66	3.0
[0, 3, 0, 1, 1, 1]	3.3	4.0
[5, 0, 1, 0, 0, 0]	1.72	2.0
[0, 3, 0, 1, 0, 2]	3.42	4.0
[0, 3, 0, 0, 3, 0]	3.37	4.0
[0, 0, 2, 4, 0, 0]	3.59	4.0
[0, 1, 3, 1, 0, 0]	2.68	3.0
[0, 0, 3, 0, 1, 1]	3.13	4.0
[3, 0, 1, 0, 2, 0]	2.69	3.0
[3, 0, 1, 2, 0, 0]	2.52	3.0
[1, 0, 0, 1, 1, 3]	4.08	5.0
[0, 2, 1, 0, 0, 1]	2.29	3.0
[1, 0, 1, 0, 1, 1]	2.48	3.0
[1, 0, 1, 3, 0, 1]	3.43	4.0
[1, 1, 0, 3, 0, 1]	3.31	4.0
[1, 1, 1, 0, 2, 1]	3.37	4.0
[0, 2, 0, 1, 3, 0]	3.56	4.0
[0, 0, 1, 0, 2, 2]	3.71	4.0
[0, 0, 0, 1, 0, 0]	1.06	2.0
[1, 1, 0, 0, 3, 0]	2.93	4.0
[3, 0, 0, 0, 0, 1]	1.85	2.0
[1, 0, 0, 1, 4, 0]	3.82	4.0
[1, 0, 2, 2, 1, 0]	3.2	4.0
[0, 0, 1, 1, 3, 0]	3.4	4.0
[3, 0, 0, 0, 2, 0]	2.31	3.0
[0, 4, 0, 1, 0, 1]	3.01	4.0
[1, 1, 0, 2, 1, 0]	2.68	3.0
[1, 0, 0, 2, 0, 0]	1.83	2.0
[0, 2, 1, 1, 0, 2]	3.49	4.0
[4, 0, 2, 0, 0, 0]	2.05	3.0
[2, 1, 1, 0, 0, 0]	1.53	2.0
[1, 3, 0, 0, 1, 0]	2.24	3.0
[0, 0, 0, 1, 4, 0]	3.64	4.0
[2, 0, 1, 0, 2, 1]	3.26	4.0
[2, 2, 2, 0, 0, 0]	2.35	3.0
[0, 0, 2, 2, 1, 0]	3.06	4.0
[0, 0, 0, 1, 3, 2]	4.44	5.0
[0, 2, 0, 0, 4, 0]	3.69	4.0
[2, 1, 0, 0, 0, 3]	3.4	4.0
[1, 0, 0, 0, 2, 0]	2.04	3.0
[1, 2, 1, 1, 0, 0]	2.25	3.0
[0, 0, 1, 0, 3, 0]	2.91	4.0
[1, 0, 1, 0, 1, 2]	3.23	4.0
[0, 1, 0, 1, 1, 1]	2.73	3.0
[1, 1, 3, 0, 1, 0]	2.92	4.0
[0, 1, 0, 0, 4, 0]	3.42	4.0
[0, 3, 0, 2, 0, 0]	2.52	3.0
[1, 0, 3, 0, 0, 2]	3.44	4.0
[0, 0, 0, 3, 1, 2]	4.21	5.0
[3, 0, 0, 3, 0, 0]	2.67	3.0
[0, 1, 1, 0, 4, 0]	3.82	4.0
[0, 0, 0, 0, 2, 1]	2.58	3.0
[1, 0, 0, 4, 0, 1]	3.56	4.0
[0, 3, 0, 1, 0, 1]	2.66	3.0
[1, 0, 1, 2, 0, 2]	3.6	4.0
[0, 1, 0, 0, 5, 0]	4.08	5.0
[3, 1, 0, 2, 0, 0]	2.39	3.0
[4, 0, 1, 0, 0, 1]	2.31	3.0
[0, 1, 1, 0, 0, 2]	2.75	3.0
[1, 0, 1, 2, 0, 0]	2.2	3.0
[1, 0, 0, 0, 2, 2]	3.45	4.0
[0, 0, 0, 1, 1, 3]	3.94	5.0
[0, 1, 1, 0, 0, 1]	2.03	3.0
[4, 0, 0, 1, 1, 0]	2.33	3.0
[0, 1, 0, 0, 1, 2]	2.97	4.0
[2, 0, 1, 0, 2, 0]	2.55	3.0
[0, 3, 1, 2, 0, 0]	2.96	4.0
[1, 3, 1, 0, 0, 0]	2.08	3.0
[2, 0, 1, 1, 2, 0]	3.05	4.0
[2, 2, 0, 2, 0, 0]	2.52	3.0
[0, 4, 0, 1, 0, 0]	2.3	3.0
[1, 0, 0, 3, 0, 2]	3.77	4.0
[1, 0, 1, 0, 0, 4]	4.1	5.0
[0, 4, 0, 0, 1, 0]	2.4	3.0
[1, 0, 3, 0, 0, 0]	2.03	3.0
[0, 1, 4, 0, 0, 1]	3.3	4.0
[0, 0, 0, 0, 3, 1]	3.22	4.0
[0, 0, 0, 0, 3, 2]	3.95	5.0
[0, 0, 1, 0, 2, 1]	2.96	4.0
[0, 1, 1, 0, 1, 0]	1.91	3.0
[0, 0, 1, 1, 1, 2]	3.56	4.0
[0, 0, 2, 2, 0, 2]	3.88	5.0
[1, 0, 2, 0, 2, 1]	3.49	4.0
[0, 0, 3, 0, 0, 3]	4.03	5.0
[0, 0, 1, 3, 1, 0]	3.18	4.0
[1, 0, 0, 1, 0, 2]	2.75	3.0
[2, 0, 0, 0, 2, 0]	2.16	3.0
[1, 0, 1, 0, 0, 0]	1.06	2.0
[0, 2, 1, 2, 1, 0]	3.2	4.0
[0, 1, 0, 3, 1, 1]	3.77	5.0
[0, 0, 5, 0, 1, 0]	3.35	4.0
[2, 1, 2, 0, 0, 0]	2.04	3.0
[1, 0, 1, 0, 2, 0]	2.41	3.0
[1, 3, 0, 0, 0, 0]	1.56	2.0
[0, 1, 0, 4, 1, 0]	3.61	4.0
[0, 4, 0, 0, 0, 2]	3.27	4.0
[3, 2, 0, 1, 0, 0]	2.18	3.0
[1, 2, 0, 1, 0, 2]	3.28	4.0
[1, 0, 2, 1, 0, 1]	2.78	4.0
[0, 0, 0, 2, 0, 1]	2.36	3.0
[0, 0, 1, 0, 0, 1]	1.75	2.0
[0, 2, 1, 1, 0, 0]	2.11	3.0
[0, 1, 1, 0, 2, 1]	3.23	4.0
[1, 0, 1, 0, 1, 3]	3.96	5.0
[3, 2, 0, 0, 1, 0]	2.24	3.0
[0, 0, 1, 3, 2, 0]	3.84	5.0
[0, 1, 0, 2, 1, 1]	3.23	4.0
[3, 1, 1, 0, 0, 1]	2.44	3.0
[2, 0, 2, 0, 2, 0]	2.96	4.0
[4, 0, 0, 0, 2, 0]	2.45	3.0
[2, 2, 0, 0, 1, 1]	2.82	4.0
[4, 1, 0, 0, 1, 0]	2.12	3.0
[1, 1, 0, 2, 0, 2]	3.48	4.0
[0, 0, 1, 3, 0, 2]	4.0	5.0
[1, 2, 2, 0, 1, 0]	2.75	4.0
[0, 0, 1, 0, 4, 1]	4.23	5.0
[2, 0, 1, 1, 1, 1]	3.11	4.0
[0, 0, 0, 2, 1, 3]	4.44	5.0
[1, 1, 2, 2, 0, 0]	2.93	4.0
[2, 0, 2, 0, 1, 0]	2.34	3.0
[0, 1, 1, 3, 1, 0]	3.48	4.0
[1, 1, 0, 0, 3, 1]	3.61	4.0
[1, 0, 2, 0, 0, 0]	1.53	2.0
[1, 0, 4, 0, 0, 0]	2.52	3.0
[3, 0, 0, 2, 0, 1]	2.81	4.0
[5, 0, 0, 0, 0, 1]	2.14	3.0
[0, 0, 0, 2, 1, 0]	2.27	3.0
[2, 0, 3, 0, 0, 0]	2.23	3.0
[2, 0, 0, 0, 1, 1]	2.27	3.0
[2, 2, 0, 1, 0, 0]	2.0	3.0
[0, 2, 2, 0, 2, 0]	3.2	4.0
[0, 0, 1, 1, 0, 1]	2.23	3.0
[0, 4, 2, 0, 0, 0]	2.72	3.0
[0, 0, 1, 0, 0, 2]	2.46	3.0
[0, 3, 2, 0, 0, 1]	3.04	4.0
[1, 3, 0, 0, 2, 0]	2.9	4.0
[0, 0, 4, 1, 0, 1]	3.5	4.0
[0, 2, 1, 0, 0, 3]	3.78	4.0
[1, 0, 3, 1, 1, 0]	3.11	4.0
[2, 2, 1, 0, 1, 0]	2.47	3.0
[1, 0, 0, 1, 3, 0]	3.14	4.0
[1, 0, 1, 2, 2, 0]	3.42	4.0
[2, 0, 3, 0, 1, 0]	2.75	4.0
[3, 0, 0, 0, 1, 1]	2.4	3.0
[0, 0, 1, 0, 2, 3]	4.44	5.0
[0, 1, 0, 2, 0, 1]	2.61	3.0
[0, 1, 0, 0, 0, 3]	3.09	4.0
[3, 0, 1, 0, 0, 0]	1.36	2.0
[1, 1, 0, 0, 4, 0]	3.56	4.0
[3, 1, 0, 1, 1, 0]	2.45	3.0
[0, 1, 2, 0, 2, 0]	2.93	4.0
[3, 0, 1, 0, 1, 1]	2.79	4.0
[0, 1, 1, 0, 0, 3]	3.47	4.0
[1, 0, 0, 0, 0, 0]	1.0	1.0
[1, 1, 0, 0, 0, 0]	1.0	1.0
[0, 0, 0, 2, 2, 1]	3.57	4.0
[0, 0, 0, 1, 0, 5]	4.82	5.0
[3, 1, 0, 1, 0, 0]	1.86	2.0
[0, 0, 2, 1, 1, 2]	3.97	5.0
[0, 5, 0, 0, 0, 1]	2.87	4.0
[3, 1, 0, 0, 1, 1]	2.65	3.0
[0, 0, 0, 2, 4, 0]	4.18	5.0
[0, 0, 0, 2, 0, 0]	1.65	2.0
[0, 0, 2, 0, 3, 1]	3.99	5.0
[1, 1, 0, 1, 0, 2]	2.99	4.0
[0, 1, 0, 0, 0, 5]	4.59	5.0
[0, 1, 2, 2, 0, 0]	2.76	4.0
[0, 0, 1, 1, 0, 4]	4.44	5.0
[0, 2, 2, 0, 1, 0]	2.6	3.0
[0, 2, 0, 0, 1, 3]	3.99	5.0
[2, 0, 0, 1, 0, 1]	2.14	3.0
[2, 0, 1, 3, 0, 0]	2.93	4.0
[2, 1, 1, 1, 0, 1]	2.79	4.0
[1, 3, 0, 0, 0, 1]	2.36	3.0
[2, 1, 0, 1, 0, 0]	1.66	2.0
[0, 2, 2, 2, 0, 0]	3.07	4.0
[1, 2, 0, 1, 0, 0]	1.84	2.0
[3, 0, 2, 1, 0, 0]	2.41	3.0
[0, 0, 1, 1, 0, 0]	1.48	2.0
[1, 0, 0, 2, 0, 2]	3.24	4.0
[3, 0, 0, 0, 0, 3]	3.28	4.0
[3, 1, 2, 0, 0, 0]	2.23	3.0
[2, 0, 0, 2, 0, 0]	1.97	3.0
[1, 0, 1, 0, 3, 1]	3.75	4.0
[0, 0, 2, 0, 0, 1]	2.12	3.0
[0, 4, 0, 0, 0, 0]	1.75	2.0
[0, 1, 1, 1, 0, 1]	2.48	3.0
[0, 0, 2, 1, 1, 1]	3.23	4.0
[5, 1, 0, 0, 0, 0]	1.58	2.0
[1, 0, 1, 0, 0, 3]	3.35	4.0
[5, 0, 0, 0, 0, 0]	1.26	2.0
[0, 0, 0, 0, 0, 6]	5.07	6.0
[2, 1, 1, 1, 0, 0]	2.13	3.0
[1, 3, 0, 0, 1, 1]	2.97	4.0
[3, 1, 1, 1, 0, 0]	2.25	3.0
[3, 0, 3, 0, 0, 0]	2.36	3.0
[3, 0, 0, 0, 2, 1]	3.02	4.0
[0, 0, 0, 3, 0, 0]	2.19	3.0
[1, 2, 0, 0, 1, 1]	2.64	3.0
[0, 0, 2, 0, 2, 0]	2.65	3.0
[0, 1, 2, 1, 1, 0]	2.82	4.0
[0, 1, 0, 0, 3, 2]	4.21	5.0
[1, 4, 0, 0, 1, 0]	2.58	3.0
[1, 0, 0, 0, 0, 3]	2.98	4.0
[2, 0, 0, 0, 1, 3]	3.74	4.0
[1, 2, 1, 1, 1, 0]	2.84	4.0
[1, 1, 0, 2, 0, 1]	2.78	4.0
[0, 0, 1, 1, 1, 0]	2.12	3.0
[0, 0, 0, 2, 3, 0]	3.52	4.0
[1, 1, 4, 0, 0, 0]	2.82	3.0
[0, 2, 1, 1, 1, 1]	3.37	4.0
[0, 1, 3, 2, 0, 0]	3.21	4.0
[0, 0, 0, 2, 0, 4]	4.57	5.0
[0, 1, 0, 0, 2, 3]	4.33	5.0
[2, 0, 1, 1, 0, 1]	2.52	3.0
[2, 0, 0, 1, 2, 1]	3.37	4.0
[3, 1, 0, 0, 0, 2]	2.81	3.0
[1, 2, 0, 2, 1, 0]	2.97	4.0
[1, 1, 1, 0, 0, 0]	1.36	2.0
[1, 0, 1, 1, 2, 1]	3.59	4.0
[0, 2, 0, 0, 3, 0]	3.06	4.0
[1, 1, 0, 0, 1, 0]	1.65	2.0
[1, 1, 1, 2, 0, 1]	3.14	4.0
[0, 2, 0, 4, 0, 0]	3.3	4.0
[0, 2, 0, 0, 2, 2]	3.87	5.0
[2, 0, 0, 3, 1, 0]	3.09	4.0
[1, 0, 2, 0, 1, 1]	2.88	4.0
[0, 0, 0, 1, 2, 2]	3.82	5.0
[1, 0, 1, 0, 2, 2]	3.84	5.0
[0, 2, 0, 2, 2, 0]	3.44	4.0
[0, 0, 1, 0, 2, 0]	2.26	3.0
[0, 3, 2, 0, 0, 0]	2.35	3.0
[1, 3, 0, 1, 0, 0]	2.18	3.0
[0, 0, 2, 0, 4, 0]	3.94	5.0
[1, 1, 0, 2, 1, 1]	3.36	4.0
[0, 1, 0, 2, 0, 2]	3.35	4.0
[0, 0, 1, 4, 0, 1]	3.85	5.0
[1, 1, 1, 0, 2, 0]	2.66	3.0
[2, 1, 1, 0, 0, 2]	3.03	4.0
[0, 1, 1, 1, 2, 1]	3.74	4.0
[0, 0, 0, 1, 3, 0]	3.02	4.0
[1, 5, 0, 0, 0, 0]	2.42	3.0
[0, 1, 0, 3, 0, 1]	3.13	4.0
[0, 1, 2, 0, 2, 1]	3.61	4.0
[3, 2, 1, 0, 0, 0]	2.08	3.0
[1, 2, 1, 0, 1, 0]	2.33	3.0
[3, 1, 1, 0, 0, 0]	1.7	2.0
[1, 0, 0, 0, 2, 1]	2.75	3.0
[0, 1, 2, 0, 3, 0]	3.56	4.0
[1, 2, 0, 0, 1, 2]	3.39	4.0
[0, 0, 5, 1, 0, 0]	3.3	4.0
[1, 0, 2, 0, 1, 0]	2.16	3.0
[0, 0, 1, 3, 1, 1]	3.89	5.0
[0, 0, 0, 0, 2, 3]	4.06	5.0
[1, 1, 1, 1, 0, 2]	3.37	4.0
[0, 1, 0, 1, 2, 0]	2.64	3.0
[1, 1, 0, 2, 2, 0]	3.31	4.0
[0, 3, 1, 0, 0, 2]	3.34	4.0
[3, 0, 1, 0, 1, 0]	2.09	3.0
[0, 3, 2, 1, 0, 0]	2.86	4.0
[0, 3, 3, 0, 0, 0]	2.85	3.0
[1, 0, 1, 1, 0, 3]	3.86	5.0
[0, 1, 0, 0, 2, 0]	2.13	3.0
[1, 0, 1, 1, 0, 1]	2.37	3.0
[4, 0, 1, 1, 0, 0]	2.13	3.0
[1, 1, 1, 1, 1, 1]	3.24	4.0
[2, 0, 1, 0, 0, 1]	2.06	3.0
[0, 2, 1, 1, 0, 1]	2.78	4.0
[0, 1, 3, 0, 0, 2]	3.57	4.0
[1, 0, 4, 1, 0, 0]	3.02	4.0
[0, 1, 0, 0, 0, 1]	1.6	2.0
[2, 0, 0, 0, 0, 2]	2.39	3.0
[2, 0, 2, 0, 1, 1]	3.02	4.0
[1, 3, 1, 1, 0, 0]	2.57	3.0
[0, 2, 0, 1, 1, 1]	2.99	4.0
[0, 0, 2, 2, 2, 0]	3.67	4.0
[1, 0, 4, 0, 1, 0]	3.07	4.0
[1, 1, 2, 0, 0, 1]	2.54	3.0
[1, 1, 3, 0, 0, 1]	3.01	4.0
[0, 0, 0, 1, 1, 0]	1.76	2.0
[1, 2, 1, 0, 2, 0]	2.96	4.0
[4, 0, 1, 0, 0, 0]	1.56	2.0
[1, 2, 0, 2, 0, 1]	3.04	4.0
[0, 1, 2, 1, 0, 0]	2.23	3.0
[2, 3, 0, 1, 0, 0]	2.3	3.0
[0, 4, 1, 0, 1, 0]	2.8	4.0
[0, 2, 1, 0, 0, 0]	1.53	2.0
[0, 0, 1, 0, 0, 3]	3.22	4.0
[2, 1, 0, 0, 0, 2]	2.64	3.0
[1, 0, 2, 3, 0, 0]	3.17	4.0
[0, 2, 0, 3, 0, 1]	3.43	4.0
[1, 0, 0, 1, 3, 1]	3.86	5.0
[0, 0, 4, 1, 0, 0]	2.84	4.0
[0, 0, 1, 0, 1, 4]	4.56	5.0
[0, 0, 1, 2, 3, 0]	3.94	5.0
[0, 4, 1, 0, 0, 1]	2.94	4.0
[2, 2, 0, 0, 1, 0]	2.11	3.0
[1, 0, 1, 1, 1, 1]	2.97	4.0
[1, 0, 2, 2, 0, 1]	3.31	4.0
[0, 0, 0, 3, 2, 0]	3.41	4.0
[0, 2, 0, 2, 0, 1]	2.9	4.0
[0, 0, 0, 1, 0, 1]	1.85	2.0
[0, 3, 1, 0, 0, 1]	2.57	3.0
[0, 0, 3, 2, 0, 1]	3.57	4.0
[0, 2, 0, 3, 1, 0]	3.36	4.0
[0, 0, 2, 0, 2, 1]	3.35	4.0
[0, 0, 3, 1, 1, 0]	2.96	4.0
[2, 2, 1, 0, 0, 0]	1.91	2.0
[4, 0, 0, 2, 0, 0]	2.24	3.0
[0, 0, 0, 1, 2, 3]	4.56	5.0
[1, 2, 2, 1, 0, 0]	2.69	3.0
[0, 1, 0, 4, 0, 0]	3.03	4.0
[0, 0, 0, 5, 1, 0]	3.92	5.0
[0, 2, 0, 0, 2, 1]	3.12	4.0
[0, 0, 3, 2, 1, 0]	3.5	4.0
[0, 0, 1, 2, 0, 0]	2.08	3.0
[1, 2, 2, 0, 0, 1]	2.88	4.0
[1, 1, 2, 0, 2, 0]	3.07	4.0
[0, 1, 0, 0, 2, 1]	2.86	4.0
[4, 0, 1, 0, 1, 0]	2.2	3.0
